PROJECT,Discipline,Group Type,Hours,Employee GEN,End of Week
SSOKRKWT,CSS,Non Engineering,4.0,000233512,2024-12-20
SSOKRKWT,CSS,Non Engineering,6.5,000233512,2025-01-10
SSOKRKWT,CSS,Non Engineering,15.0,000233512,2025-02-07
SSOKRKWT,CSS,Non Engineering,6.0,000247168,2024-10-04
SSOKRKWT,CSS,Non Engineering,6.0,000247168,2024-10-11
SSOKRKWT,CSS,Non Engineering,34.5,000247168,2024-10-18
SSOKRKWT,CSS,Non Engineering,8.0,000247168,2024-10-25
SSOKRKWT,CSS,Non Engineering,16.5,000247168,2024-11-01
SSOKRKWT,CSS,Non Engineering,4.0,000247168,2024-11-22
SSOKRKWT,CSS,Non Engineering,3.0,000247168,2024-12-06
SSOKRKWT,CSS,Non Engineering,5.0,000247168,2024-12-13
SSOKRKWT,CSS,Non Engineering,2.0,000247168,2025-01-10
SSOKRKWT,CSS,Non Engineering,6.0,000247168,2025-01-24
SSOKRKWT,CSS,Non Engineering,13.0,000247168,2025-02-07
SSOKRKWT,CSS,Non Engineering,7.5,000249310,2024-10-11
SSOKRKWT,CSS,Non Engineering,2.0,000249310,2024-10-18
SSOKRKWT,CSS,Non Engineering,3.5,000249310,2024-10-25
SSOKRKWT,CSS,Non Engineering,10.5,000249310,2024-11-01
SSOKRKWT,CSS,Non Engineering,7.0,000249310,2024-11-08
SSOKRKWT,CSS,Non Engineering,25.5,000249310,2024-11-15
SSOKRKWT,CSS,Non Engineering,37.5,000249310,2024-11-22
SSOKRKWT,CSS,Non Engineering,14.5,000249310,2025-01-17
SSOKRKWT,CSS,Non Engineering,8.5,000249310,2025-01-24
SSOKRKWT,CSS,Non Engineering,16.5,000249310,2025-01-31
SSOKRKWT,CSS,Non Engineering,27.0,000249310,2025-02-07
SSOKRKWT,CSS,Non Engineering,43.5,000255708,2024-10-11
SSOKRKWT,CSS,Non Engineering,20.8,000255708,2024-10-18
SSOKRKWT,CSS,Non Engineering,27.0,000255708,2024-10-25
SSOKRKWT,CSS,Non Engineering,32.55,000255708,2024-11-01
SSOKRKWT,CSS,Non Engineering,24.5,000255708,2024-11-15
SSOKRKWT,CSS,Non Engineering,8.5,000255708,2024-11-29
SSOKRKWT,CSS,Non Engineering,4.0,000255708,2024-12-06
SSOKRKWT,CSS,Non Engineering,10.5,000255708,2024-12-13
SSOKRKWT,CSS,Non Engineering,14.0,000255708,2024-12-20
SSOKRKWT,CSS,Non Engineering,26.0,000255714,2024-11-29
SSOKRKWT,CSS,Non Engineering,34.5,000255714,2024-12-06
SSOKRKWT,CSS,Non Engineering,39.0,000255714,2024-12-13
SSOKRKWT,CSS,Non Engineering,33.5,000255714,2024-12-20
SSOKRKWT,CSS,Non Engineering,8.5,000255714,2024-12-27
SSOKRKWT,CSS,Non Engineering,12.75,000255714,2025-01-03
SSOKRKWT,CSS,Non Engineering,22.75,000255714,2025-01-10
SSOKRKWT,CSS,Non Engineering,37.5,000255714,2025-01-17
SSOKRKWT,CSS,Non Engineering,8.0,000255714,2025-01-24
SSOKRKWT,CSS,Non Engineering,0.5,000255714,2025-02-07
SSOPOPWT,CSS,Non Engineering,1.5,000255708,2024-10-18
SSOPOPWT,CSS,Non Engineering,-1.5,000255708,2024-10-25
SST00E01,Project Services,Non Engineering,1.5,000161687,2024-10-04
SST00E01,Project Services,Non Engineering,1.5,000161687,2024-10-11
SST00E01,Project Services,Non Engineering,1.5,000161687,2024-10-18
SST00E01,Project Services,Non Engineering,1.0,000161687,2024-10-25
SST00E01,Project Services,Non Engineering,2.5,000161687,2024-11-08
SST00E01,Project Services,Non Engineering,1.0,000161687,2024-11-15
SST00E01,Project Services,Non Engineering,2.0,000161687,2024-11-22
SST00E01,Project Services,Non Engineering,1.0,000161687,2024-11-29
SST00E01,Project Services,Non Engineering,1.5,000161687,2024-12-06
SST00E01,Project Services,Non Engineering,1.0,000161687,2024-12-13
SST00E01,Project Services,Non Engineering,2.0,000161687,2024-12-20
SST00E01,Project Services,Non Engineering,0.7,000161687,2025-01-10
SST00E01,Project Services,Non Engineering,0.8,000161687,2025-01-17
SST00E01,Project Services,Non Engineering,0.7,000161687,2025-01-24
SST00E01,Project Services,Non Engineering,0.5,000161687,2025-01-31
SST00E01,Project Services,Non Engineering,0.5,000161687,2025-02-07
SST00E01,Project Services,Non Engineering,2.0,000167940,2024-12-13
SST00E01,Project Services,Non Engineering,0.5,000221999,2024-12-20
SST00E01,Project Services,Non Engineering,1.0,000223808,2024-11-08
SST00E01,Project Services,Non Engineering,1.0,000223808,2024-11-15
SST00E01,Project Services,Non Engineering,0.75,000223834,2024-10-04
SST00E01,Project Services,Non Engineering,1.5,000233514,2024-11-22
SST00E01,Project Services,Non Engineering,2.0,000251610,2024-10-04
SST00E01,Project Services,Non Engineering,2.5,000264642,2024-10-11
SST00E01,Project Services,Non Engineering,1.3,000264642,2024-10-18
SST00E01,Project Services,Non Engineering,0.3,000264642,2024-10-25
SST00E01,Project Services,Non Engineering,0.5,000264642,2024-12-20
SST00E01,Project Services,Non Engineering,0.5,000264642,2025-01-03
SST00E01,Project Services,Non Engineering,0.6,000264642,2025-01-17
SST00E01,Project Services,Non Engineering,0.6,000264642,2025-01-24
SST00E01,Project Services,Non Engineering,0.7,000264642,2025-01-31
SST00E01,Project Services,Non Engineering,0.2,000264642,2025-02-07
SST00E01,Project Services,Non Engineering,0.5,000267715,2024-12-06
SST00E01,Project Services,Non Engineering,0.1,000267715,2024-12-13
SST00E01,Project Services,Non Engineering,0.4,000267715,2024-12-20
SST00E01,Project Services,Non Engineering,0.2,000267715,2025-01-03
SST00E01,Project Services,Non Engineering,0.5,000267715,2025-01-17
SST00E01,Project Services,Non Engineering,0.1,000267715,2025-01-24
SST00E03,Project Services,Non Engineering,0.5,000160798,2025-01-03
SST00E03,Project Services,Non Engineering,0.5,000160798,2025-01-10
SST00E03,Project Services,Non Engineering,0.6,000160798,2025-01-17
SST00E03,Project Services,Non Engineering,0.5,000160798,2025-01-24
SST00E03,Project Services,Non Engineering,2.0,000264642,2024-10-11
SST00E03,Project Services,Non Engineering,0.3,000264642,2024-10-18
SST00E03,Project Services,Non Engineering,1.0,000264642,2024-10-25
SST00E03,Project Services,Non Engineering,1.2,000264642,2024-11-08
SST00E03,Project Services,Non Engineering,0.4,000264642,2024-11-15
SST00E03,Project Services,Non Engineering,1.1,000264642,2024-11-22
SST00E03,Project Services,Non Engineering,1.6,000264642,2024-11-29
SST00E03,Project Services,Non Engineering,1.2,000264642,2024-12-06
SST00E03,Project Services,Non Engineering,1.25,000264642,2024-12-13
SST00E03,Project Services,Non Engineering,1.5,000264642,2024-12-20
SST00E03,Project Services,Non Engineering,0.5,000264642,2025-01-03
SST00E03,Project Services,Non Engineering,1.6,000264642,2025-01-17
SST00E03,Project Services,Non Engineering,1.2,000264642,2025-01-24
SST00E03,Project Services,Non Engineering,-0.5,000264642,2025-01-31
SST00E03,Project Services,Non Engineering,1.7,000264642,2025-02-07
SST00E03,Project Services,Non Engineering,0.95,000267715,2024-11-01
SST00E05,Project Services,Non Engineering,4.0,000201181,2025-01-17
SST00E05,Project Services,Non Engineering,-4.0,000201181,2025-01-24
SST00E05,Project Services,Non Engineering,2.0,000208580,2024-10-18
SST00E05,Project Services,Non Engineering,8.0,000208580,2024-11-29
SST00E05,Project Services,Non Engineering,0.3,000264642,2024-12-06
SST00E05,Project Services,Non Engineering,0.4,000264642,2024-12-13
SST00E05,Project Services,Non Engineering,0.4,000264642,2024-12-20
SST00E05,Project Services,Non Engineering,0.5,000264642,2025-01-03
SST00E05,Project Services,Non Engineering,0.6,000264642,2025-01-17
SST00E05,Project Services,Non Engineering,0.6,000264642,2025-01-24
SST00E05,Project Services,Non Engineering,0.7,000264642,2025-01-31
SST00E05,Project Services,Non Engineering,0.5,000264642,2025-02-07
SST00E05,Project Services,Non Engineering,0.75,000267715,2024-10-18
SST00E05,Project Services,Non Engineering,2.95,000267715,2024-11-15
SST00E05,Project Services,Non Engineering,1.6,000267715,2024-11-29
SST00E05,Project Services,Non Engineering,0.5,000267715,2024-12-06
SST00E05,Project Services,Non Engineering,0.1,000267715,2024-12-13
SST00E05,Project Services,Non Engineering,0.6,000267715,2024-12-20
SST00E05,Project Services,Non Engineering,0.2,000267715,2025-01-03
SST00E05,Project Services,Non Engineering,0.3,000267715,2025-01-10
SST00E05,Project Services,Non Engineering,0.1,000267715,2025-01-17
SST00E05,Project Services,Non Engineering,0.1,000267715,2025-01-24
SST00E05,Project Services,Non Engineering,0.2,000267715,2025-02-07
SST00E12,Project Services,Non Engineering,0.5,000160798,2024-11-22
SST00E12,Project Services,Non Engineering,0.4,000160798,2024-11-29
SST00E12,Project Services,Non Engineering,0.5,000160798,2024-12-06
SST00E12,Project Services,Non Engineering,0.5,000160798,2024-12-13
SST00E12,Project Services,Non Engineering,0.5,000160798,2024-12-20
SST00E12,Project Services,Non Engineering,0.5,000160798,2025-01-03
SST00E12,Project Services,Non Engineering,0.5,000160798,2025-01-10
SST00E12,Project Services,Non Engineering,0.6,000160798,2025-01-17
SST00E12,Project Services,Non Engineering,0.5,000160798,2025-01-24
SST00E12,Project Services,Non Engineering,0.8,000160798,2025-02-07
SST00E12,Project Management,Non Engineering,6.0,000161255,2024-12-06
SST00E12,Project Management,Non Engineering,0.75,000161255,2024-12-13
SST00E12,Project Management,Non Engineering,1.5,000161255,2025-01-17
SST00E12,Project Management,Non Engineering,1.5,000161255,2025-01-24
SST00E12,Project Management,Non Engineering,1.0,000161255,2025-01-31
SST00E12,Project Management,Non Engineering,2.5,000161255,2025-02-07
SST00E12,Civil Regulated Water,Engineering,6.0,000161642,2024-12-06
SST00E12,Civil Regulated Water,Engineering,20.0,000200441,2024-11-15
SST00E12,Civil Regulated Water,Engineering,40.0,000200441,2024-11-22
SST00E12,Civil Regulated Water,Engineering,24.5,000200441,2024-11-29
SST00E12,Civil Regulated Water,Engineering,2.5,000200441,2024-12-06
SST00E12,Project Services,Non Engineering,1.5,000202992,2024-10-11
SST00E12,Project Services,Non Engineering,3.25,000202992,2024-10-18
SST00E12,Project Services,Non Engineering,1.5,000202992,2024-11-01
SST00E12,Project Services,Non Engineering,2.5,000202992,2024-11-15
SST00E12,Project Services,Non Engineering,0.75,000202992,2024-11-22
SST00E12,Project Services,Non Engineering,0.5,000202992,2024-11-29
SST00E12,Project Services,Non Engineering,1.0,000202992,2024-12-06
SST00E12,Project Services,Non Engineering,3.0,000202992,2024-12-13
SST00E12,Project Services,Non Engineering,2.0,000202992,2024-12-20
SST00E12,Project Services,Non Engineering,2.0,000202992,2025-01-10
SST00E12,Project Services,Non Engineering,2.0,000202992,2025-01-17
SST00E12,Project Services,Non Engineering,0.5,000202992,2025-01-24
SST00E12,Project Services,Non Engineering,1.0,000202992,2025-01-31
SST00E12,Project Services,Non Engineering,2.0,000202992,2025-02-07
SST00E12,Project Services,Non Engineering,8.0,000208580,2024-11-22
SST00E12,Project Services,Non Engineering,0.3,000264642,2024-10-18
SST00E12,Project Services,Non Engineering,0.3,000264642,2024-10-25
SST00E12,Project Services,Non Engineering,0.2,000264642,2024-11-08
SST00E12,Project Services,Non Engineering,0.4,000264642,2024-11-15
SST00E12,Project Services,Non Engineering,0.7,000264642,2024-11-22
SST00E12,Project Services,Non Engineering,0.6,000264642,2024-11-29
SST00E12,Project Services,Non Engineering,0.4,000264642,2024-12-06
SST00E12,Project Services,Non Engineering,0.45,000264642,2024-12-13
SST00E12,Project Services,Non Engineering,0.35,000264642,2024-12-20
SST00E12,Project Services,Non Engineering,0.5,000264642,2025-01-03
SST00E12,Project Services,Non Engineering,0.6,000264642,2025-01-17
SST00E12,Project Services,Non Engineering,0.6,000264642,2025-01-24
SST00E12,Project Services,Non Engineering,0.7,000264642,2025-01-31
SST00E12,Project Services,Non Engineering,0.2,000264642,2025-02-07
SST00E12,Project Services,Non Engineering,0.95,000267715,2024-11-01
SST00E14,Project Services,Non Engineering,5.5,000208580,2024-10-18
SST00E14,Project Services,Non Engineering,5.0,000208580,2024-11-15
SST00E14,Project Services,Non Engineering,-10.5,000208580,2025-01-24
SST00E14,Project Services,Non Engineering,1.5,000244938,2025-01-17
SST00E14,Project Services,Non Engineering,0.5,000244938,2025-01-24
SST00E16,Project Services,Non Engineering,2.25,000192286,2024-11-22
SST00E16,Project Services,Non Engineering,2.5,000221999,2025-02-07
SST00E16,Project Services,Non Engineering,2.25,000251610,2024-10-11
SST00E16,Project Services,Non Engineering,2.0,000251610,2024-11-22
SST00E16,Project Services,Non Engineering,2.0,000265576,2024-12-06
SST00E16,Project Services,Non Engineering,0.5,000265576,2024-12-13
SST00E17,Project Services,Non Engineering,6.0,000223808,2024-11-08
SST00E17,Project Services,Non Engineering,1.0,000223808,2024-12-06
SST00E17,Project Services,Non Engineering,4.0,000223808,2024-12-20
SST00E17,Project Services,Non Engineering,0.5,000223808,2025-01-10
SST00E17,Project Services,Non Engineering,3.0,000223808,2025-02-07
SST00E17,Project Services,Non Engineering,0.5,000255686,2025-01-24
SST00E18,Project Services,Non Engineering,4.5,000160798,2024-10-04
SST00E18,Project Services,Non Engineering,6.0,000160798,2024-10-11
SST00E18,Project Services,Non Engineering,2.0,000160798,2024-10-18
SST00E18,Project Services,Non Engineering,8.0,000160798,2024-10-25
SST00E18,Project Services,Non Engineering,4.0,000160798,2024-11-01
SST00E18,Project Services,Non Engineering,1.0,000160798,2024-11-08
SST00E18,Project Services,Non Engineering,5.0,000160798,2024-11-15
SST00E18,Project Services,Non Engineering,2.0,000160798,2024-11-22
SST00E18,Project Services,Non Engineering,2.0,000160798,2024-11-29
SST00E18,Project Services,Non Engineering,3.0,000160798,2024-12-06
SST00E18,Project Services,Non Engineering,3.5,000160798,2024-12-13
SST00E18,Project Services,Non Engineering,3.0,000160798,2024-12-20
SST00E18,Project Services,Non Engineering,1.5,000160798,2025-01-03
SST00E18,Project Services,Non Engineering,1.5,000160798,2025-01-10
SST00E18,Project Services,Non Engineering,3.2,000160798,2025-01-17
SST00E18,Project Services,Non Engineering,0.5,000160798,2025-01-24
SST00E18,Project Services,Non Engineering,2.0,000160798,2025-02-07
SST00E18,Project Services,Non Engineering,2.5,000201181,2025-01-17
SST00E18,Project Services,Non Engineering,-2.5,000201181,2025-01-24
SST00E18,Project Services,Non Engineering,7.5,000208580,2024-11-08
SST00E18,Project Services,Non Engineering,2.5,000208580,2024-11-15
SST00E18,Project Services,Non Engineering,1.5,000223808,2024-11-29
SST00E18,Project Services,Non Engineering,0.5,000223808,2024-12-06
SST00E18,Project Services,Non Engineering,3.0,000223808,2024-12-13
SST00E18,Project Services,Non Engineering,2.0,000223808,2025-01-10
SST00E18,Project Services,Non Engineering,2.0,000223808,2025-01-17
SST00E18,Project Services,Non Engineering,2.0,000223808,2025-01-31
SST00E18,Project Services,Non Engineering,1.5,000223837,2024-11-08
SST00E18,Project Services,Non Engineering,0.3,000264642,2024-12-06
SST00E18,Project Services,Non Engineering,0.5,000264642,2024-12-13
SST00E18,Project Services,Non Engineering,0.45,000264642,2024-12-20
SST00E18,Project Services,Non Engineering,0.5,000264642,2025-01-03
SST00E18,Project Services,Non Engineering,0.6,000264642,2025-01-17
SST00E18,Project Services,Non Engineering,0.6,000264642,2025-01-24
SST00E18,Project Services,Non Engineering,0.7,000264642,2025-01-31
SST00E18,Project Services,Non Engineering,0.2,000264642,2025-02-07
SST00E18,Project Services,Non Engineering,1.25,000267715,2025-01-31
SST00E19,Project Services,Non Engineering,0.5,000160798,2024-11-22
SST00E19,Project Services,Non Engineering,0.4,000160798,2024-11-29
SST00E19,Project Services,Non Engineering,0.5,000160798,2024-12-06
SST00E19,Project Services,Non Engineering,0.5,000160798,2024-12-13
SST00E19,Project Services,Non Engineering,0.5,000160798,2024-12-20
SST00E19,Project Services,Non Engineering,0.5,000160798,2025-01-03
SST00E19,Project Services,Non Engineering,0.5,000160798,2025-01-10
SST00E19,Project Services,Non Engineering,0.6,000160798,2025-01-17
SST00E19,Project Services,Non Engineering,0.5,000160798,2025-01-24
SST00E19,Project Services,Non Engineering,0.8,000160798,2025-02-07
SST00E19,Project Management,Non Engineering,4.0,000161255,2024-12-06
SST00E19,Project Management,Non Engineering,0.75,000161255,2024-12-13
SST00E19,Project Management,Non Engineering,2.0,000161255,2025-01-17
SST00E19,Project Management,Non Engineering,1.5,000161255,2025-01-24
SST00E19,Project Management,Non Engineering,1.5,000161255,2025-02-07
SST00E19,Project Services,Non Engineering,3.5,000201181,2025-01-17
SST00E19,Project Services,Non Engineering,-3.5,000201181,2025-01-24
SST00E19,Project Services,Non Engineering,1.5,000202992,2024-10-04
SST00E19,Project Services,Non Engineering,1.5,000202992,2024-10-11
SST00E19,Project Services,Non Engineering,2.5,000202992,2024-10-18
SST00E19,Project Services,Non Engineering,0.25,000202992,2024-11-01
SST00E19,Project Services,Non Engineering,1.0,000202992,2024-11-15
SST00E19,Project Services,Non Engineering,0.75,000202992,2024-11-22
SST00E19,Project Services,Non Engineering,0.25,000202992,2024-11-29
SST00E19,Project Services,Non Engineering,0.5,000202992,2024-12-06
SST00E19,Project Services,Non Engineering,1.0,000202992,2024-12-13
SST00E19,Project Services,Non Engineering,0.5,000202992,2024-12-20
SST00E19,Project Services,Non Engineering,1.0,000202992,2025-01-10
SST00E19,Project Services,Non Engineering,0.75,000202992,2025-01-17
SST00E19,Project Services,Non Engineering,2.5,000223808,2024-12-13
SST00E19,Project Services,Non Engineering,4.0,000223808,2025-01-10
SST00E19,Project Services,Non Engineering,0.5,000223808,2025-01-17
SST00E19,Project Services,Non Engineering,0.3,000264642,2024-10-18
SST00E19,Project Services,Non Engineering,0.3,000264642,2024-10-25
SST00E19,Project Services,Non Engineering,0.2,000264642,2024-11-08
SST00E19,Project Services,Non Engineering,0.4,000264642,2024-11-15
SST00E19,Project Services,Non Engineering,0.7,000264642,2024-11-22
SST00E19,Project Services,Non Engineering,0.6,000264642,2024-11-29
SST00E19,Project Services,Non Engineering,0.4,000264642,2024-12-06
SST00E19,Project Services,Non Engineering,0.45,000264642,2024-12-13
SST00E19,Project Services,Non Engineering,0.3,000264642,2024-12-20
SST00E19,Project Services,Non Engineering,0.5,000264642,2025-01-03
SST00E19,Project Services,Non Engineering,0.6,000264642,2025-01-17
SST00E19,Project Services,Non Engineering,0.6,000264642,2025-01-24
SST00E19,Project Services,Non Engineering,0.7,000264642,2025-01-31
SST00E19,Project Services,Non Engineering,0.2,000264642,2025-02-07
SST00E19,Project Services,Non Engineering,0.95,000267715,2024-11-01
SST00E23,Project Services,Non Engineering,0.5,000160798,2024-11-22
SST00E23,Project Services,Non Engineering,0.4,000160798,2024-11-29
SST00E23,Project Services,Non Engineering,0.5,000160798,2024-12-06
SST00E23,Project Services,Non Engineering,0.5,000160798,2024-12-13
SST00E23,Project Services,Non Engineering,0.5,000160798,2024-12-20
SST00E23,Project Services,Non Engineering,0.5,000160798,2025-01-03
SST00E23,Project Services,Non Engineering,0.5,000160798,2025-01-10
SST00E23,Project Services,Non Engineering,0.6,000160798,2025-01-17
SST00E23,Project Services,Non Engineering,0.5,000160798,2025-01-24
SST00E23,Project Services,Non Engineering,0.8,000160798,2025-02-07
SST00E23,Project Management,Non Engineering,2.0,000161255,2024-11-08
SST00E23,Project Management,Non Engineering,3.0,000161255,2024-11-22
SST00E23,Project Management,Non Engineering,5.75,000161255,2024-11-29
SST00E23,Project Management,Non Engineering,6.0,000161255,2024-12-06
SST00E23,Project Management,Non Engineering,1.25,000161255,2024-12-13
SST00E23,Project Management,Non Engineering,1.5,000161255,2024-12-20
SST00E23,Project Management,Non Engineering,1.5,000161255,2025-01-03
SST00E23,Project Management,Non Engineering,2.0,000161255,2025-01-10
SST00E23,Project Management,Non Engineering,2.0,000161255,2025-01-17
SST00E23,Project Management,Non Engineering,2.5,000161255,2025-01-24
SST00E23,Project Management,Non Engineering,1.0,000161255,2025-01-31
SST00E23,Project Management,Non Engineering,1.5,000161255,2025-02-07
SST00E23,Project Services,Non Engineering,0.25,000202992,2024-10-25
SST00E23,Project Services,Non Engineering,1.5,000202992,2024-11-01
SST00E23,Project Services,Non Engineering,5.75,000202992,2024-11-08
SST00E23,Project Services,Non Engineering,4.0,000202992,2024-11-15
SST00E23,Project Services,Non Engineering,1.5,000202992,2024-11-22
SST00E23,Project Services,Non Engineering,0.5,000202992,2024-11-29
SST00E23,Project Services,Non Engineering,1.0,000202992,2024-12-06
SST00E23,Project Services,Non Engineering,2.0,000202992,2024-12-20
SST00E23,Project Services,Non Engineering,2.0,000202992,2025-01-10
SST00E23,Project Services,Non Engineering,2.5,000202992,2025-01-17
SST00E23,Project Services,Non Engineering,0.5,000202992,2025-01-24
SST00E23,Project Services,Non Engineering,2.0,000202992,2025-01-31
SST00E23,Project Services,Non Engineering,1.0,000202992,2025-02-07
SST00E23,Project Services,Non Engineering,10.0,000208580,2024-12-13
SST00E23,Project Services,Non Engineering,7.5,000208580,2024-12-20
SST00E23,Project Services,Non Engineering,0.3,000264642,2024-12-06
SST00E23,Project Services,Non Engineering,0.5,000264642,2024-12-13
SST00E23,Project Services,Non Engineering,0.45,000264642,2024-12-20
SST00E23,Project Services,Non Engineering,0.5,000264642,2025-01-03
SST00E23,Project Services,Non Engineering,0.6,000264642,2025-01-17
SST00E23,Project Services,Non Engineering,0.6,000264642,2025-01-24
SST00E23,Project Services,Non Engineering,0.7,000264642,2025-01-31
SST00E23,Project Services,Non Engineering,0.2,000264642,2025-02-07
SST00E23,Project Services,Non Engineering,2.0,000265576,2024-10-04
SST00E23,Project Services,Non Engineering,0.5,000265576,2024-10-11
SST00E23,Project Services,Non Engineering,0.5,000265576,2024-10-18
SST00E25,Project Management,Non Engineering,5.5,000161255,2024-12-06
SST00E25,Project Management,Non Engineering,1.5,000161255,2024-12-13
SST00E25,Project Management,Non Engineering,2.25,000161255,2024-12-20
SST00E25,Project Management,Non Engineering,1.0,000161255,2025-01-03
SST00E25,Project Management,Non Engineering,2.5,000161255,2025-01-10
SST00E25,Project Management,Non Engineering,1.5,000161255,2025-01-17
SST00E25,Project Management,Non Engineering,2.5,000161255,2025-01-24
SST00E25,Project Management,Non Engineering,1.0,000161255,2025-02-07
SST00E25,Civil Regulated Water,Engineering,25.5,000200441,2024-11-01
SST00E25,Civil Regulated Water,Engineering,32.5,000200441,2024-11-08
SST00E25,Project Services,Non Engineering,0.25,000202992,2024-10-25
SST00E25,Project Services,Non Engineering,1.5,000202992,2024-11-01
SST00E25,Project Services,Non Engineering,5.5,000202992,2024-11-08
SST00E25,Project Services,Non Engineering,4.5,000202992,2024-11-15
SST00E25,Project Services,Non Engineering,1.5,000202992,2024-11-22
SST00E25,Project Services,Non Engineering,0.5,000202992,2024-11-29
SST00E25,Project Services,Non Engineering,3.0,000202992,2024-12-06
SST00E25,Project Services,Non Engineering,3.0,000202992,2024-12-13
SST00E25,Project Services,Non Engineering,2.0,000202992,2024-12-20
SST00E25,Project Services,Non Engineering,2.0,000202992,2025-01-10
SST00E25,Project Services,Non Engineering,2.5,000202992,2025-01-17
SST00E25,Project Services,Non Engineering,0.5,000202992,2025-01-24
SST00E25,Project Services,Non Engineering,2.0,000202992,2025-01-31
SST00E25,Project Services,Non Engineering,1.5,000202992,2025-02-07
SST00E25,Project Services,Non Engineering,8.0,000208580,2024-11-22
SST00E25,Project Services,Non Engineering,10.5,000208580,2025-01-24
SST00E25,Project Services,Non Engineering,2.25,000223837,2024-10-11
SST00E25,Project Services,Non Engineering,0.3,000264642,2024-12-06
SST00E25,Project Services,Non Engineering,0.45,000264642,2024-12-13
SST00E25,Project Services,Non Engineering,0.35,000264642,2024-12-20
SST00E25,Project Services,Non Engineering,0.5,000264642,2025-01-03
SST00E25,Project Services,Non Engineering,0.6,000264642,2025-01-17
SST00E25,Project Services,Non Engineering,0.6,000264642,2025-01-24
SST00E25,Project Services,Non Engineering,0.7,000264642,2025-01-31
SST00E25,Project Services,Non Engineering,0.2,000264642,2025-02-07
SST00E34,Project Services,Non Engineering,6.0,000160798,2024-10-04
SST00E34,Project Services,Non Engineering,1.8,000160798,2024-10-11
SST00E34,Project Services,Non Engineering,4.2,000160798,2024-10-18
SST00E34,Project Services,Non Engineering,3.0,000160798,2024-10-25
SST00E34,Project Services,Non Engineering,1.2,000160798,2024-11-01
SST00E34,Project Services,Non Engineering,2.0,000160798,2024-11-08
SST00E34,Project Services,Non Engineering,2.0,000160798,2024-11-15
SST00E34,Project Services,Non Engineering,5.0,000160798,2024-11-22
SST00E34,Project Services,Non Engineering,3.2,000160798,2024-11-29
SST00E34,Project Services,Non Engineering,4.0,000160798,2024-12-06
SST00E34,Project Services,Non Engineering,2.0,000160798,2024-12-13
SST00E34,Project Services,Non Engineering,2.0,000160798,2024-12-20
SST00E34,Project Services,Non Engineering,2.0,000160798,2025-01-03
SST00E34,Project Services,Non Engineering,2.0,000160798,2025-01-10
SST00E34,Project Services,Non Engineering,2.4,000160798,2025-01-17
SST00E34,Project Services,Non Engineering,2.0,000160798,2025-01-24
SST00E34,Project Services,Non Engineering,1.6,000160798,2025-02-07
SST00E34,Civil Regulated Water,Engineering,2.5,000169179,2024-10-04
SST00E34,Civil Regulated Water,Engineering,2.0,000169179,2024-11-22
SST00E34,Civil Regulated Water,Engineering,5.0,000169179,2025-01-31
SST00E34,Civil Regulated Water,Engineering,0.5,000169179,2025-02-07
SST00E34,Project Services,Non Engineering,0.5,000201181,2024-10-11
SST00E34,Project Services,Non Engineering,0.5,000201181,2024-10-18
SST00E34,Project Services,Non Engineering,3.0,000201181,2025-01-24
SST00E34,Project Services,Non Engineering,3.0,000208580,2024-10-18
SST00E34,Project Services,Non Engineering,37.0,000208580,2024-10-25
SST00E34,Project Services,Non Engineering,16.5,000208580,2024-11-08
SST00E34,Project Services,Non Engineering,11.0,000208580,2024-11-15
SST00E34,Project Services,Non Engineering,8.0,000208580,2024-11-22
SST00E34,Project Services,Non Engineering,8.0,000208580,2024-11-29
SST00E34,Project Services,Non Engineering,8.0,000208580,2024-12-06
SST00E34,Project Services,Non Engineering,10.0,000208580,2024-12-13
SST00E34,Project Services,Non Engineering,15.5,000208580,2024-12-20
SST00E34,Project Services,Non Engineering,2.5,000208580,2025-01-24
SST00E34,Project Services,Non Engineering,6.5,000208580,2025-02-07
SST00E34,Project Services,Non Engineering,4.0,000223808,2024-11-22
SST00E34,Project Services,Non Engineering,4.0,000223808,2024-11-29
SST00E34,Project Services,Non Engineering,2.0,000223808,2025-01-31
SST00E34,Project Services,Non Engineering,3.0,000223808,2025-02-07
SST00E34,Project Services,Non Engineering,16.0,000223834,2024-10-04
SST00E34,Project Services,Non Engineering,2.5,000223834,2024-10-11
SST00E34,Project Services,Non Engineering,3.0,000223834,2024-10-18
SST00E34,Project Services,Non Engineering,4.5,000223834,2024-10-25
SST00E34,Project Services,Non Engineering,8.5,000223834,2024-11-01
SST00E34,Project Services,Non Engineering,4.0,000223834,2024-11-08
SST00E34,Project Services,Non Engineering,4.5,000223834,2024-11-15
SST00E34,Project Services,Non Engineering,4.0,000223834,2024-11-22
SST00E34,Project Services,Non Engineering,3.0,000223834,2024-11-29
SST00E34,Project Services,Non Engineering,3.5,000223834,2024-12-06
SST00E34,Project Services,Non Engineering,6.0,000223834,2024-12-13
SST00E34,Project Services,Non Engineering,4.0,000223834,2024-12-20
SST00E34,Project Services,Non Engineering,8.0,000223834,2025-01-10
SST00E34,Project Services,Non Engineering,4.0,000223834,2025-01-17
SST00E34,Project Services,Non Engineering,4.5,000223834,2025-01-31
SST00E34,Project Services,Non Engineering,4.0,000223834,2025-02-07
SST00E34,Project Services,Non Engineering,1.5,000223837,2024-12-20
SST00E34,Project Services,Non Engineering,0.5,000223837,2024-12-27
